geo,year,population,age,sex
AD,2012,38252.0,TOTAL,F
AD,2013,37408.0,TOTAL,F
AD,2019,37388.0,TOTAL,F
AL,2012,1444234.0,TOTAL,F
AL,2013,1437193.0,TOTAL,F
AL,2014,1430827.0,TOTAL,F
AL,2015,1424597.0,TOTAL,F
AL,2016,1417141.0,TOTAL,F
AL,2017,1423050.0,TOTAL,F
AL,2018,1431715.0,TOTAL,F
AL,2019,1432833.0,TOTAL,F
AL,2020,1425342.0,TOTAL,F
AL,2021,1419759.0,TOTAL,F
AL,2023,1394864.0,TOTAL,F
AM,2012,1684000.0,TOTAL,F
AM,2015,1571450.0,TOTAL,F
AM,2016,1569535.0,TOTAL,F
AM,2017,1567380.0,TOTAL,F
AM,2018,1564533.0,TOTAL,F
AM,2019,1563538.0,TOTAL,F
AM,2020,1562689.0,TOTAL,F
AM,2021,1565144.0,TOTAL,F
AM,2024,1577675.0,TOTAL,F
AT,2012,4309977.0,TOTAL,F
AT,2013,4328238.0,TOTAL,F
AT,2014,4352447.0,TOTAL,F
AT,2015,4384529.0,TOTAL,F
AT,2016,4427918.0,TOTAL,F
AT,2017,4460424.0,TOTAL,F
AT,2018,4483749.0,TOTAL,F
AT,2019,4501742.0,TOTAL,F
AT,2020,4522292.0,TOTAL,F
AT,2021,4535712.0,TOTAL,F
AT,2022,4553444.0,TOTAL,F
AT,2023,4619957.0,TOTAL,F
AT,2024,4643918.0,TOTAL,F
AZ,2012,4651601.0,TOTAL,F
AZ,2013,4707690.0,TOTAL,F
AZ,2014,4763571.0,TOTAL,F
AZ,2015,4817181.0,TOTAL,F
AZ,2016,4870002.0,TOTAL,F
AZ,2017,4918771.0,TOTAL,F
AZ,2018,4960058.0,TOTAL,F
AZ,2019,4999053.0,TOTAL,F
AZ,2020,5039100.0,TOTAL,F
AZ,2021,5065288.0,TOTAL,F
AZ,2022,5081846.0,TOTAL,F
AZ,2023,5087516.0,TOTAL,F
AZ,2024,5113564.0,TOTAL,F
BA,2012,1963655.0,TOTAL,F
BE,2012,5635601.0,TOTAL,F
BE,2013,5665118.0,TOTAL,F
BE,2014,5687048.0,TOTAL,F
BE,2015,5713206.0,TOTAL,F
BE,2016,5741853.0,TOTAL,F
BE,2017,5762455.0,TOTAL,F
BE,2018,5784371.0,TOTAL,F
BE,2019,5810693.0,TOTAL,F
BE,2020,5841215.0,TOTAL,F
BE,2021,5854293.0,TOTAL,F
BE,2022,5883978.0,TOTAL,F
BE,2023,5946649.0,TOTAL,F
BE,2024,5981093.0,TOTAL,F
BG,2012,3760457.0,TOTAL,F
BG,2013,3701945.0,TOTAL,F
BG,2014,3662824.0,TOTAL,F
BG,2015,3621883.0,TOTAL,F
BG,2016,3578998.0,TOTAL,F
BG,2017,3537549.0,TOTAL,F
BG,2018,3494184.0,TOTAL,F
BG,2019,3450251.0,TOTAL,F
BG,2020,3405861.0,TOTAL,F
BG,2021,3389807.0,TOTAL,F
BG,2022,3364303.0,TOTAL,F
BG,2023,3348207.0,TOTAL,F
BG,2024,3347783.0,TOTAL,F
BY,2012,5066857.0,TOTAL,F
BY,2013,5066314.0,TOTAL,F
BY,2014,5066943.0,TOTAL,F
BY,2015,5071671.0,TOTAL,F
BY,2016,5077522.0,TOTAL,F
BY,2017,5078185.0,TOTAL,F
BY,2018,5070289.0,TOTAL,F
BY,2019,5059429.0,TOTAL,F
CH,2012,4032409.0,TOTAL,F
CH,2013,4070536.0,TOTAL,F
CH,2014,4117540.0,TOTAL,F
CH,2015,4163786.0,TOTAL,F
CH,2016,4205655.0,TOTAL,F
CH,2017,4246113.0,TOTAL,F
CH,2018,4277696.0,TOTAL,F
CH,2019,4307406.0,TOTAL,F
CH,2020,4337170.0,TOTAL,F
CH,2021,4367701.0,TOTAL,F
CH,2022,4400588.0,TOTAL,F
CH,2023,4435432.0,TOTAL,F
CH,2024,4510726.0,TOTAL,F
CY,2012,443018.0,TOTAL,F
CY,2013,443058.0,TOTAL,F
CY,2014,441537.0,TOTAL,F
CY,2015,441559.0,TOTAL,F
CY,2016,442623.0,TOTAL,F
CY,2017,445880.0,TOTAL,F
CY,2018,450423.0,TOTAL,F
CY,2019,455583.0,TOTAL,F
CY,2020,459191.0,TOTAL,F
CY,2021,466924.0,TOTAL,F
CY,2022,476513.0,TOTAL,F
CY,2023,483955.0,TOTAL,F
CY,2024,490771.0,TOTAL,F
CZ,2012,5347235.0,TOTAL,F
CZ,2013,5351776.0,TOTAL,F
CZ,2014,5350039.0,TOTAL,F
CZ,2015,5361348.0,TOTAL,F
CZ,2016,5367513.0,TOTAL,F
CZ,2017,5378133.0,TOTAL,F
CZ,2018,5390264.0,TOTAL,F
CZ,2019,5405606.0,TOTAL,F
CZ,2020,5421943.0,TOTAL,F
CZ,2021,5323934.0,TOTAL,F
CZ,2022,5332932.0,TOTAL,F
CZ,2023,5519006.0,TOTAL,F
CZ,2024,5557945.0,TOTAL,F
DE,2012,41097953.0,TOTAL,F
DE,2013,41142770.0,TOTAL,F
DE,2014,41210540.0,TOTAL,F
DE,2015,41362080.0,TOTAL,F
DE,2016,41661561.0,TOTAL,F
DE,2017,41824535.0,TOTAL,F
DE,2018,41948786.0,TOTAL,F
DE,2019,42052522.0,TOTAL,F
DE,2020,42129098.0,TOTAL,F
DE,2021,42128512.0,TOTAL,F
DE,2022,42170339.0,TOTAL,F
DE,2023,42198796.0,TOTAL,F
DE,2024,42294114.0,TOTAL,F
DK,2012,2813740.0,TOTAL,F
DK,2013,2823776.0,TOTAL,F
DK,2014,2834956.0,TOTAL,F
DK,2015,2848701.0,TOTAL,F
DK,2016,2869364.0,TOTAL,F
DK,2017,2888591.0,TOTAL,F
DK,2018,2904717.0,TOTAL,F
DK,2019,2917008.0,TOTAL,F
DK,2020,2925845.0,TOTAL,F
DK,2021,2935188.0,TOTAL,F
DK,2022,2950505.0,TOTAL,F
DK,2023,2983655.0,TOTAL,F
DK,2024,2997558.0,TOTAL,F
EE,2012,707079.0,TOTAL,F
EE,2013,704007.0,TOTAL,F
EE,2014,700900.0,TOTAL,F
EE,2015,700166.0,TOTAL,F
EE,2016,699236.0,TOTAL,F
EE,2017,698097.0,TOTAL,F
EE,2018,698049.0,TOTAL,F
EE,2019,699185.0,TOTAL,F
EE,2020,699699.0,TOTAL,F
EE,2021,699153.0,TOTAL,F
EE,2022,698381.0,TOTAL,F
EE,2023,718518.0,TOTAL,F
EE,2024,723074.0,TOTAL,F
EL,2012,5662522.0,TOTAL,F
EL,2013,5637364.0,TOTAL,F
EL,2014,5613568.0,TOTAL,F
EL,2015,5589628.0,TOTAL,F
EL,2016,5559538.0,TOTAL,F
EL,2017,5546916.0,TOTAL,F
EL,2018,5531125.0,TOTAL,F
EL,2019,5516306.0,TOTAL,F
EL,2020,5503077.0,TOTAL,F
EL,2021,5482584.0,TOTAL,F
EL,2022,5345035.0,TOTAL,F
EL,2023,5320643.0,TOTAL,F
EL,2024,5303827.0,TOTAL,F
ES,2012,23719207.0,TOTAL,F
ES,2013,23699424.0,TOTAL,F
ES,2014,23621034.0,TOTAL,F
ES,2015,23603001.0,TOTAL,F
ES,2016,23612439.0,TOTAL,F
ES,2017,23666286.0,TOTAL,F
ES,2018,23755470.0,TOTAL,F
ES,2019,23902168.0,TOTAL,F
ES,2020,24107382.0,TOTAL,F
ES,2021,24152187.0,TOTAL,F
ES,2022,24198046.0,TOTAL,F
ES,2023,24519768.0,TOTAL,F
ES,2024,24792824.0,TOTAL,F
EU27_2020,2012,226006146.0,TOTAL,F
EU27_2020,2013,226300167.0,TOTAL,F
EU27_2020,2014,226752166.0,TOTAL,F
EU27_2020,2015,227381928.0,TOTAL,F
EU27_2020,2016,227733475.0,TOTAL,F
EU27_2020,2017,228050037.0,TOTAL,F
EU27_2020,2018,228326248.0,TOTAL,F
EU27_2020,2019,228372753.0,TOTAL,F
EU27_2020,2020,228763757.0,TOTAL,F
EU27_2020,2021,228568107.0,TOTAL,F
EU27_2020,2022,227911075.0,TOTAL,F
EU27_2020,2023,228867460.0,TOTAL,F
EU27_2020,2024,229492073.0,TOTAL,F
FI,2012,2748733.0,TOTAL,F
FI,2013,2760052.0,TOTAL,F
FI,2014,2770906.0,TOTAL,F
FI,2015,2779890.0,TOTAL,F
FI,2016,2785818.0,TOTAL,F
FI,2017,2790970.0,TOTAL,F
FI,2018,2793999.0,TOTAL,F
FI,2019,2794629.0,TOTAL,F
FI,2020,2797030.0,TOTAL,F
FI,2021,2799985.0,TOTAL,F
FI,2022,2805140.0,TOTAL,F
FI,2023,2810493.0,TOTAL,F
FI,2024,2829953.0,TOTAL,F
FR,2012,33671600.0,TOTAL,F
FR,2013,33827685.0,TOTAL,F
FR,2014,34120851.0,TOTAL,F
FR,2015,34283895.0,TOTAL,F
FR,2016,34391005.0,TOTAL,F
FR,2017,34495464.0,TOTAL,F
FR,2018,34611994.0,TOTAL,F
FR,2019,34739132.0,TOTAL,F
FR,2020,34828670.0,TOTAL,F
FR,2021,34946473.0,TOTAL,F
FR,2022,35109077.0,TOTAL,F
FR,2023,35188809.0,TOTAL,F
FR,2024,35271283.0,TOTAL,F
GE,2012,2353823.0,TOTAL,F
GE,2014,2349126.0,TOTAL,F
GE,2015,1951000.0,TOTAL,F
GE,2016,1940900.0,TOTAL,F
GE,2017,1936700.0,TOTAL,F
GE,2018,1938074.0,TOTAL,F
GE,2019,1932565.0,TOTAL,F
GE,2020,1926579.0,TOTAL,F
GE,2021,1932350.0,TOTAL,F
GE,2022,1918652.0,TOTAL,F
GE,2023,1942537.0,TOTAL,F
GE,2024,1920139.0,TOTAL,F
HR,2012,2213675.0,TOTAL,F
HR,2013,2200305.0,TOTAL,F
HR,2014,2186646.0,TOTAL,F
HR,2015,2170159.0,TOTAL,F
HR,2016,2146424.0,TOTAL,F
HR,2017,2122085.0,TOTAL,F
HR,2018,2090961.0,TOTAL,F
HR,2019,2064873.0,TOTAL,F
HR,2020,2041528.0,TOTAL,F
HR,2021,2019003.0,TOTAL,F
HR,2022,2000012.0,TOTAL,F
HR,2023,1989028.0,TOTAL,F
HR,2024,1986557.0,TOTAL,F
HU,2012,5207259.0,TOTAL,F
HU,2013,5182225.0,TOTAL,F
HU,2014,5152770.0,TOTAL,F
HU,2015,5128422.0,TOTAL,F
HU,2016,5101174.0,TOTAL,F
HU,2017,5076104.0,TOTAL,F
HU,2018,5054972.0,TOTAL,F
HU,2019,5039416.0,TOTAL,F
HU,2020,5025500.0,TOTAL,F
HU,2021,5004102.0,TOTAL,F
HU,2022,4981528.0,TOTAL,F
HU,2023,4974484.0,TOTAL,F
HU,2024,4961249.0,TOTAL,F
IE,2012,2315288.0,TOTAL,F
IE,2013,2326317.0,TOTAL,F
IE,2014,2342002.0,TOTAL,F
IE,2015,2364285.0,TOTAL,F
IE,2016,2387145.0,TOTAL,F
IE,2017,2424201.0,TOTAL,F
IE,2018,2451343.0,TOTAL,F
IE,2019,2493497.0,TOTAL,F
IE,2020,2530888.0,TOTAL,F
IE,2021,2557709.0,TOTAL,F
IE,2022,2604045.0,TOTAL,F
IE,2023,2666848.0,TOTAL,F
IE,2024,2708306.0,TOTAL,F
IS,2012,159211.0,TOTAL,F
IS,2013,160419.0,TOTAL,F
IS,2014,162353.0,TOTAL,F
IS,2015,163914.0,TOTAL,F
IS,2016,165259.0,TOTAL,F
IS,2017,167316.0,TOTAL,F
IS,2018,170850.0,TOTAL,F
IS,2019,174154.0,TOTAL,F
IS,2020,177193.0,TOTAL,F
IS,2021,179749.0,TOTAL,F
IS,2022,183153.0,TOTAL,F
IS,2023,187800.0,TOTAL,F
IS,2024,187015.0,TOTAL,F
IT,2012,31014838.0,TOTAL,F
IT,2013,31083410.0,TOTAL,F
IT,2014,31104396.0,TOTAL,F
IT,2015,31067182.0,TOTAL,F
IT,2016,30970668.0,TOTAL,F
IT,2017,30888080.0,TOTAL,F
IT,2018,30781300.0,TOTAL,F
IT,2019,30685478.0,TOTAL,F
IT,2020,30591392.0,TOTAL,F
IT,2021,30369987.0,TOTAL,F
IT,2022,30211177.0,TOTAL,F
IT,2023,30182369.0,TOTAL,F
IT,2024,30124502.0,TOTAL,F
LI,2012,18433.0,TOTAL,F
LI,2013,18591.0,TOTAL,F
LI,2014,18729.0,TOTAL,F
LI,2015,18813.0,TOTAL,F
LI,2016,18962.0,TOTAL,F
LI,2017,19064.0,TOTAL,F
LI,2018,19224.0,TOTAL,F
LI,2019,19353.0,TOTAL,F
LI,2020,19532.0,TOTAL,F
LI,2021,19687.0,TOTAL,F
LI,2022,19812.0,TOTAL,F
LI,2023,19989.0,TOTAL,F
LI,2024,20156.0,TOTAL,F
LT,2012,1620130.0,TOTAL,F
LT,2013,1605225.0,TOTAL,F
LT,2014,1591447.0,TOTAL,F
LT,2015,1580254.0,TOTAL,F
LT,2016,1563839.0,TOTAL,F
LT,2017,1544399.0,TOTAL,F
LT,2018,1526156.0,TOTAL,F
LT,2019,1517016.0,TOTAL,F
LT,2020,1510500.0,TOTAL,F
LT,2021,1505796.0,TOTAL,F
LT,2022,1499399.0,TOTAL,F
LT,2023,1521463.0,TOTAL,F
LT,2024,1519986.0,TOTAL,F
LU,2012,263033.0,TOTAL,F
LU,2013,268627.0,TOTAL,F
LU,2014,274563.0,TOTAL,F
LU,2015,280986.0,TOTAL,F
LU,2016,287056.0,TOTAL,F
LU,2017,294026.0,TOTAL,F
LU,2018,299425.0,TOTAL,F
LU,2019,305174.0,TOTAL,F
LU,2020,311144.0,TOTAL,F
LU,2021,315274.0,TOTAL,F
LU,2022,320333.0,TOTAL,F
LU,2023,328365.0,TOTAL,F
LU,2024,333776.0,TOTAL,F
LV,2012,1110001.0,TOTAL,F
LV,2013,1097245.0,TOTAL,F
LV,2014,1084423.0,TOTAL,F
LV,2015,1074889.0,TOTAL,F
LV,2016,1064658.0,TOTAL,F
LV,2017,1054433.0,TOTAL,F
LV,2018,1044738.0,TOTAL,F
LV,2019,1035059.0,TOTAL,F
LV,2020,1026719.0,TOTAL,F
LV,2021,1017998.0,TOTAL,F
LV,2022,1006700.0,TOTAL,F
LV,2023,1010687.0,TOTAL,F
LV,2024,1003142.0,TOTAL,F
MC,2024,19475.0,TOTAL,F
MD,2012,1847816.0,TOTAL,F
MD,2013,1847151.0,TOTAL,F
MD,2014,1846128.0,TOTAL,F
MD,2015,1493516.0,TOTAL,F
MD,2016,1477980.0,TOTAL,F
MD,2017,1465618.0,TOTAL,F
MD,2018,1446229.0,TOTAL,F
MD,2019,1424739.0,TOTAL,F
MD,2020,1402708.0,TOTAL,F
MD,2021,1381477.0,TOTAL,F
MD,2022,1346864.0,TOTAL,F
MD,2023,1325162.0,TOTAL,F
MD,2024,1293798.0,TOTAL,F
ME,2012,313949.0,TOTAL,F
ME,2013,314092.0,TOTAL,F
ME,2014,314366.0,TOTAL,F
ME,2015,314577.0,TOTAL,F
ME,2016,314484.0,TOTAL,F
ME,2017,314635.0,TOTAL,F
ME,2018,314618.0,TOTAL,F
ME,2019,314470.0,TOTAL,F
ME,2020,314318.0,TOTAL,F
ME,2021,313875.0,TOTAL,F
ME,2022,312509.0,TOTAL,F
ME,2023,312004.0,TOTAL,F
ME,2024,316854.0,TOTAL,F
MK,2012,1027868.0,TOTAL,F
MK,2013,1029156.0,TOTAL,F
MK,2014,1030928.0,TOTAL,F
MK,2015,1032654.0,TOTAL,F
MK,2016,1033677.0,TOTAL,F
MK,2017,1035089.0,TOTAL,F
MK,2018,1036018.0,TOTAL,F
MK,2019,1036932.0,TOTAL,F
MK,2020,1036539.0,TOTAL,F
MK,2021,1033590.0,TOTAL,F
MK,2022,926099.0,TOTAL,F
MK,2023,922921.0,TOTAL,F
MK,2024,921508.0,TOTAL,F
MT,2012,209851.0,TOTAL,F
MT,2013,211440.0,TOTAL,F
MT,2014,213935.0,TOTAL,F
MT,2015,218310.0,TOTAL,F
MT,2016,223127.0,TOTAL,F
MT,2017,227632.0,TOTAL,F
MT,2018,234099.0,TOTAL,F
MT,2019,240787.0,TOTAL,F
MT,2020,248296.0,TOTAL,F
MT,2021,248511.0,TOTAL,F
MT,2022,249705.0,TOTAL,F
MT,2023,257230.0,TOTAL,F
MT,2024,264697.0,TOTAL,F
NL,2012,8447477.0,TOTAL,F
NL,2013,8472236.0,TOTAL,F
NL,2014,8494904.0,TOTAL,F
NL,2015,8527868.0,TOTAL,F
NL,2016,8561985.0,TOTAL,F
NL,2017,8606405.0,TOTAL,F
NL,2018,8654043.0,TOTAL,F
NL,2019,8701077.0,TOTAL,F
NL,2020,8759554.0,TOTAL,F
NL,2021,8788879.0,TOTAL,F
NL,2022,8845204.0,TOTAL,F
NL,2023,8960982.0,TOTAL,F
NL,2024,9022174.0,TOTAL,F
NO,2012,2486999.0,TOTAL,F
NO,2013,2515367.0,TOTAL,F
NO,2014,2541622.0,TOTAL,F
NO,2015,2566978.0,TOTAL,F
NO,2016,2588874.0,TOTAL,F
NO,2017,2609187.0,TOTAL,F
NO,2018,2627248.0,TOTAL,F
NO,2019,2643139.0,TOTAL,F
NO,2020,2661018.0,TOTAL,F
NO,2021,2672110.0,TOTAL,F
NO,2022,2687938.0,TOTAL,F
NO,2023,2723514.0,TOTAL,F
NO,2024,2754489.0,TOTAL,F
PL,2012,19636496.0,TOTAL,F
PL,2013,19636442.0,TOTAL,F
PL,2014,19613892.0,TOTAL,F
PL,2015,19608451.0,TOTAL,F
PL,2016,19590169.0,TOTAL,F
PL,2017,19595127.0,TOTAL,F
PL,2018,19596388.0,TOTAL,F
PL,2019,19592436.0,TOTAL,F
PL,2020,19584757.0,TOTAL,F
PL,2021,19131216.0,TOTAL,F
PL,2022,19043758.0,TOTAL,F
PL,2023,18980357.0,TOTAL,F
PL,2024,18914999.0,TOTAL,F
PT,2012,5520561.0,TOTAL,F
PT,2013,5500595.0,TOTAL,F
PT,2014,5478747.0,TOTAL,F
PT,2015,5460453.0,TOTAL,F
PT,2016,5449089.0,TOTAL,F
PT,2017,5436542.0,TOTAL,F
PT,2018,5433139.0,TOTAL,F
PT,2019,5434882.0,TOTAL,F
PT,2020,5448405.0,TOTAL,F
PT,2021,5451426.0,TOTAL,F
PT,2022,5453855.0,TOTAL,F
PT,2023,5495973.0,TOTAL,F
PT,2024,5556158.0,TOTAL,F
RO,2012,10318889.0,TOTAL,F
RO,2013,10258594.0,TOTAL,F
RO,2014,10201259.0,TOTAL,F
RO,2015,10163573.0,TOTAL,F
RO,2016,10110852.0,TOTAL,F
RO,2017,10041869.0,TOTAL,F
RO,2018,9978614.0,TOTAL,F
RO,2019,9914008.0,TOTAL,F
RO,2020,9868177.0,TOTAL,F
RO,2021,9814072.0,TOTAL,F
RO,2022,9802644.0,TOTAL,F
RO,2023,9790587.0,TOTAL,F
RO,2024,9796206.0,TOTAL,F
RS,2012,3702229.0,TOTAL,F
RS,2013,3684497.0,TOTAL,F
RS,2014,3666896.0,TOTAL,F
RS,2015,3649994.0,TOTAL,F
RS,2016,3630114.0,TOTAL,F
RS,2017,3611245.0,TOTAL,F
RS,2018,3590852.0,TOTAL,F
RS,2019,3570953.0,TOTAL,F
RS,2020,3552066.0,TOTAL,F
RS,2021,3525575.0,TOTAL,F
RS,2022,3489070.0,TOTAL,F
RS,2023,3411719.0,TOTAL,F
RS,2024,3392796.0,TOTAL,F
RU,2014,77120043.0,TOTAL,F
SE,2012,4756021.0,TOTAL,F
SE,2013,4789988.0,TOTAL,F
SE,2014,4830507.0,TOTAL,F
SE,2015,4875115.0,TOTAL,F
SE,2016,4920051.0,TOTAL,F
SE,2017,4981806.0,TOTAL,F
SE,2018,5037580.0,TOTAL,F
SE,2019,5087747.0,TOTAL,F
SE,2020,5131775.0,TOTAL,F
SE,2021,5156448.0,TOTAL,F
SE,2022,5191619.0,TOTAL,F
SE,2023,5223232.0,TOTAL,F
SE,2024,5239188.0,TOTAL,F
SI,2012,1038765.0,TOTAL,F
SI,2013,1039760.0,TOTAL,F
SI,2014,1040211.0,TOTAL,F
SI,2015,1040645.0,TOTAL,F
SI,2016,1040855.0,TOTAL,F
SI,2017,1040770.0,TOTAL,F
SI,2018,1039839.0,TOTAL,F
SI,2019,1042252.0,TOTAL,F
SI,2020,1044795.0,TOTAL,F
SI,2021,1049039.0,TOTAL,F
SI,2022,1049485.0,TOTAL,F
SI,2023,1053701.0,TOTAL,F
SI,2024,1055520.0,TOTAL,F
SK,2012,2772570.0,TOTAL,F
SK,2013,2774857.0,TOTAL,F
SK,2014,2776889.0,TOTAL,F
SK,2015,2779021.0,TOTAL,F
SK,2016,2780170.0,TOTAL,F
SK,2017,2783659.0,TOTAL,F
SK,2018,2786606.0,TOTAL,F
SK,2019,2789344.0,TOTAL,F
SK,2020,2792523.0,TOTAL,F
SK,2021,2793295.0,TOTAL,F
SK,2022,2776809.0,TOTAL,F
SK,2023,2773698.0,TOTAL,F
SK,2024,2771470.0,TOTAL,F
SM,2012,17159.0,TOTAL,F
SM,2013,17234.0,TOTAL,F
SM,2018,17665.0,TOTAL,F
TR,2012,37191315.0,TOTAL,F
TR,2013,37671216.0,TOTAL,F
TR,2014,38194504.0,TOTAL,F
TR,2015,38711602.0,TOTAL,F
TR,2016,39229862.0,TOTAL,F
TR,2017,39771221.0,TOTAL,F
TR,2018,40275390.0,TOTAL,F
TR,2019,40863902.0,TOTAL,F
TR,2020,41433861.0,TOTAL,F
TR,2021,41698377.0,TOTAL,F
TR,2022,42252172.0,TOTAL,F
TR,2023,42575441.0,TOTAL,F
TR,2024,42638306.0,TOTAL,F
UA,2012,24476570.0,TOTAL,F
UA,2013,24409948.0,TOTAL,F
UA,2014,24327606.0,TOTAL,F
UA,2015,22971835.0,TOTAL,F
UA,2016,22872998.0,TOTAL,F
UA,2017,22770325.0,TOTAL,F
UA,2018,22658586.0,TOTAL,F
UA,2019,22528292.0,TOTAL,F
UA,2020,22389339.0,TOTAL,F
UA,2021,22223341.0,TOTAL,F
UA,2022,21990719.0,TOTAL,F
UK,2012,32288847.0,TOTAL,F
UK,2013,32481221.0,TOTAL,F
UK,2014,32687816.0,TOTAL,F
UK,2015,32919294.0,TOTAL,F
UK,2016,33152984.0,TOTAL,F
UK,2017,33364404.0,TOTAL,F
UK,2018,33563620.0,TOTAL,F
UK,2019,33746076.0,TOTAL,F
UK,2020,,TOTAL,F
XK,2012,,TOTAL,F
XK,2016,888310.0,TOTAL,F
XK,2017,901303.0,TOTAL,F
XK,2018,910355.0,TOTAL,F
XK,2019,910253.0,TOTAL,F
XK,2020,907234.0,TOTAL,F
XK,2021,913441.0,TOTAL,F
XK,2022,903544.0,TOTAL,F
AD,2012,0.0,UNK,F
AD,2013,0.0,UNK,F
AD,2019,0.0,UNK,F
AL,2012,0.0,UNK,F
AL,2013,0.0,UNK,F
AL,2014,0.0,UNK,F
AL,2015,0.0,UNK,F
AL,2016,0.0,UNK,F
AL,2017,0.0,UNK,F
AL,2018,0.0,UNK,F
AL,2019,0.0,UNK,F
AL,2020,0.0,UNK,F
AL,2021,0.0,UNK,F
AL,2023,0.0,UNK,F
AM,2015,0.0,UNK,F
AM,2016,0.0,UNK,F
AM,2017,0.0,UNK,F
AM,2018,0.0,UNK,F
AM,2019,0.0,UNK,F
AM,2020,0.0,UNK,F
AM,2021,0.0,UNK,F
AM,2024,0.0,UNK,F
AT,2012,0.0,UNK,F
AT,2013,0.0,UNK,F
AT,2014,0.0,UNK,F
AT,2015,0.0,UNK,F
AT,2016,0.0,UNK,F
AT,2017,0.0,UNK,F
AT,2018,0.0,UNK,F
AT,2019,0.0,UNK,F
AT,2020,0.0,UNK,F
AT,2021,0.0,UNK,F
AT,2022,0.0,UNK,F
AT,2023,0.0,UNK,F
AT,2024,0.0,UNK,F
AZ,2012,0.0,UNK,F
AZ,2013,0.0,UNK,F
AZ,2014,0.0,UNK,F
AZ,2015,0.0,UNK,F
AZ,2016,0.0,UNK,F
AZ,2017,0.0,UNK,F
AZ,2018,0.0,UNK,F
AZ,2019,0.0,UNK,F
AZ,2020,0.0,UNK,F
AZ,2021,0.0,UNK,F
AZ,2022,0.0,UNK,F
AZ,2023,0.0,UNK,F
AZ,2024,0.0,UNK,F
BE,2012,0.0,UNK,F
BE,2013,0.0,UNK,F
BE,2014,0.0,UNK,F
BE,2015,0.0,UNK,F
BE,2016,0.0,UNK,F
BE,2017,0.0,UNK,F
BE,2018,0.0,UNK,F
BE,2019,0.0,UNK,F
BE,2020,0.0,UNK,F
BE,2021,0.0,UNK,F
BE,2022,0.0,UNK,F
BE,2023,0.0,UNK,F
BE,2024,0.0,UNK,F
BG,2012,0.0,UNK,F
BG,2013,0.0,UNK,F
BG,2014,0.0,UNK,F
BG,2015,0.0,UNK,F
BG,2016,0.0,UNK,F
BG,2017,0.0,UNK,F
BG,2018,0.0,UNK,F
BG,2019,0.0,UNK,F
BG,2020,0.0,UNK,F
BG,2021,0.0,UNK,F
BG,2022,0.0,UNK,F
BG,2023,0.0,UNK,F
BG,2024,0.0,UNK,F
BY,2012,0.0,UNK,F
BY,2013,0.0,UNK,F
BY,2014,0.0,UNK,F
BY,2015,0.0,UNK,F
BY,2016,0.0,UNK,F
BY,2017,0.0,UNK,F
BY,2018,0.0,UNK,F
BY,2019,0.0,UNK,F
CH,2012,0.0,UNK,F
CH,2013,0.0,UNK,F
CH,2014,0.0,UNK,F
CH,2015,0.0,UNK,F
CH,2016,0.0,UNK,F
CH,2017,0.0,UNK,F
CH,2018,0.0,UNK,F
CH,2019,0.0,UNK,F
CH,2020,0.0,UNK,F
CH,2021,0.0,UNK,F
CH,2022,0.0,UNK,F
CH,2023,0.0,UNK,F
CH,2024,0.0,UNK,F
CY,2012,0.0,UNK,F
CY,2013,0.0,UNK,F
CY,2014,0.0,UNK,F
CY,2015,0.0,UNK,F
CY,2016,0.0,UNK,F
CY,2017,0.0,UNK,F
CY,2018,0.0,UNK,F
CY,2019,0.0,UNK,F
CY,2020,0.0,UNK,F
CY,2021,0.0,UNK,F
CY,2022,0.0,UNK,F
CY,2023,0.0,UNK,F
CY,2024,0.0,UNK,F
CZ,2012,0.0,UNK,F
CZ,2013,0.0,UNK,F
CZ,2014,0.0,UNK,F
CZ,2015,0.0,UNK,F
CZ,2016,0.0,UNK,F
CZ,2017,0.0,UNK,F
CZ,2018,0.0,UNK,F
CZ,2019,0.0,UNK,F
CZ,2020,0.0,UNK,F
CZ,2021,0.0,UNK,F
CZ,2022,0.0,UNK,F
CZ,2023,0.0,UNK,F
CZ,2024,0.0,UNK,F
DE,2012,0.0,UNK,F
DE,2013,0.0,UNK,F
DE,2014,0.0,UNK,F
DE,2015,0.0,UNK,F
DE,2016,0.0,UNK,F
DE,2017,0.0,UNK,F
DE,2018,0.0,UNK,F
DE,2019,0.0,UNK,F
DE,2020,0.0,UNK,F
DE,2021,0.0,UNK,F
DE,2022,0.0,UNK,F
DE,2023,0.0,UNK,F
DE,2024,0.0,UNK,F
DK,2012,0.0,UNK,F
DK,2013,0.0,UNK,F
DK,2014,0.0,UNK,F
DK,2015,0.0,UNK,F
DK,2016,0.0,UNK,F
DK,2017,0.0,UNK,F
DK,2018,0.0,UNK,F
DK,2019,0.0,UNK,F
DK,2020,0.0,UNK,F
DK,2021,0.0,UNK,F
DK,2022,0.0,UNK,F
DK,2023,0.0,UNK,F
DK,2024,0.0,UNK,F
EE,2012,0.0,UNK,F
EE,2013,0.0,UNK,F
EE,2014,0.0,UNK,F
EE,2015,0.0,UNK,F
EE,2016,0.0,UNK,F
EE,2017,0.0,UNK,F
EE,2018,0.0,UNK,F
EE,2019,0.0,UNK,F
EE,2020,0.0,UNK,F
EE,2021,0.0,UNK,F
EE,2022,0.0,UNK,F
EE,2023,0.0,UNK,F
EE,2024,0.0,UNK,F
EL,2012,0.0,UNK,F
